"exposure","outcome","Inverse_variance_weighted_nsnp","Inverse_variance_weighted_b","Inverse_variance_weighted_se","Inverse_variance_weighted_pval","Weighted_median_nsnp","Weighted_median_b","Weighted_median_se","Weighted_median_pval","Weighted_mode_nsnp","Weighted_mode_b","Weighted_mode_se","Weighted_mode_pval","Simple_mode_nsnp","Simple_mode_b","Simple_mode_se","Simple_mode_pval","MR_Egger_nsnp","MR_Egger_b","MR_Egger_se","MR_Egger_pval","Wald_ratio_nsnp","Wald_ratio_b","Wald_ratio_se","Wald_ratio_pval","exposure2","b","-LOG10P"
"A1BG_P04217_OID30771_v1_Inflammation_II","mvpa_leisure_time",66,-0.00370059232186449,0.00950486328461792,0.69702707422222,66,-0.0023633332102241,0.0111916951061123,0.832755807833904,66,0.0013852759127943,0.0106613587034253,0.89701969392859,66,-0.00314071840050889,0.0200489585361654,0.876004320914869,66,0.0132044984128156,0.0176715298304032,0.457668083745132,NA,NA,NA,NA,"A1BG",-0.00370059232186449,0.156750352523295
"AAMDC_Q9H7C9_OID30236_v1_Cardiometabolic_II","mvpa_leisure_time",72,0.00285851436521832,0.00194521316678647,0.141693931237202,72,0.00146834167961151,0.00207882205391996,0.479980758446664,72,0.0014654807988328,0.00240760816883003,0.544674226409757,72,0.0138004578077142,0.00695114784461509,0.0509689744842631,72,0.0024175352531435,0.00232814036982715,0.302658643186268,NA,NA,NA,NA,"AAMDC",0.00285851436521832,0.848648750222804
"AARSD1_Q9BTE6_OID21311_v1_Oncology","mvpa_leisure_time",39,-0.00585701386839002,0.0123563295737382,0.635493348295518,39,0.00219114390614546,0.0153833311814824,0.886735436039948,39,0.0018316993339379,0.0134086625645767,0.892063680056405,39,-0.040797341005211,0.0279185514116606,0.152153969168032,39,0.00827064562393659,0.0212803146439078,0.69976084254474,NA,NA,NA,NA,"AARSD1",-0.00585701386839002,0.196888990843522
"ABCA2_Q9BZC7_OID30146_v1_Cardiometabolic_II","mvpa_leisure_time",25,-0.00125582564307746,0.0116682098800932,0.914290815799039,25,-0.00365629120897686,0.0145681809326545,0.801831208864461,25,-0.00153543169429099,0.0127283255152865,0.904987484672997,25,0.0203546114239036,0.0332659493762417,0.546373691653261,25,0.00310490913822127,0.016409890885966,0.851588293748564,NA,NA,NA,NA,"ABCA2",-0.00125582564307746,0.0389156427693797
"ABHD14B_Q96IU4_OID20921_v1_Neurology","mvpa_leisure_time",53,0.000823877765847199,0.00606244464251793,0.891901438810552,53,0.00344353057722643,0.0064181488951047,0.591592184132327,53,0.00297307593563267,0.00505608347756226,0.559064406580876,53,-0.0176187428040788,0.0130299680020065,0.182172436187026,53,0.000665466596310119,0.00786842617240713,0.932930961724957,NA,NA,NA,NA,"ABHD14B",0.000823877765847199,0.0496831354733377
"ABL1_P00519_OID21280_v1_Oncology","mvpa_leisure_time",40,-0.00371077825971316,0.0201193294599954,0.853669496003739,40,-0.0027274657807953,0.0204493644336881,0.893895586107006,40,0.00632263466483285,0.0239820216825872,0.793444924239068,40,-4.80951791692608e-06,0.0366646775678546,0.999896005564254,40,-0.0336572570065063,0.0482252492581882,0.489477490313782,NA,NA,NA,NA,"ABL1",-0.00371077825971316,0.0687102368563381
"ABO_P16442_OID30675_v1_Inflammation_II","mvpa_leisure_time",24,0.000535090708510839,0.00278843134466908,0.847823140602808,24,0.00155285469836395,0.00342052566571562,0.649842284107752,24,0.00187249814147261,0.00299146949686479,0.537513206149935,24,-0.000469858708450066,0.00701751979318858,0.947196085961329,24,0.00255857074203457,0.00372607179526655,0.499466976905124,NA,NA,NA,NA,"ABO",0.000535090708510839,0.0716947339119882
"ABRAXAS2_Q15018_OID30130_v1_Cardiometabolic_II","mvpa_leisure_time",30,0.0166642768281849,0.0257982282145245,0.518313963405196,30,0.0373250892017945,0.025182249642531,0.138287521982909,30,0.0351658411821897,0.034419391317365,0.315376983877905,30,0.0466365648243922,0.0418385183366221,0.274140396381941,30,0.0524569546463049,0.0996354417202662,0.602694677621926,NA,NA,NA,NA,"ABRAXAS2",0.0166642768281849,0.285407091086884
"ACAA1_P09110_OID21269_v1_Oncology","mvpa_leisure_time",43,0.0118362829761432,0.0136508522669931,0.38590211158912,43,0.017176489766482,0.0157101602753546,0.274246135350256,43,0.0217381265335765,0.0155482443041166,0.169420713818007,43,0.0308126126256391,0.0296949263831346,0.305375423364366,43,0.00265083775985673,0.0268726903024358,0.921901407274371,NA,NA,NA,NA,"ACAA1",0.0118362829761432,0.413522845038363
"ACADM_P11310_OID31277_v1_Oncology_II","mvpa_leisure_time",19,-0.0135409117215554,0.0166214176164394,0.415263247518922,19,-0.0111579551216064,0.0237177234242557,0.638034990266008,19,-0.00555803159442769,0.0249802336022005,0.826431992265353,19,-0.0339541181416897,0.0469359243503948,0.478721723609439,19,-0.00832533298566675,0.0369689328638043,0.824510018714039,NA,NA,NA,NA,"ACADM",-0.0135409117215554,0.381676504011797
