file_name,exposure,outcome,method,nsnp,b,se,pval,P
CEACAM1_P13688_OID21528_v1_Oncology.txt,CEACAM1,vpa,Inverse variance weighted,32,-0.000341758297405849,0.00035370755927963,0.33393555056239,0.476337343775188
LRPAP1_P30533_OID21059_v1_Neurology.txt,LRPAP1,vpa,Inverse variance weighted,75,-0.000146991153621935,0.000380643369048758,0.699374459410009,0.155290231820645
LRP1_Q07954_OID21293_v1_Oncology.txt,LRP1,vpa,Inverse variance weighted,91,-0.000670144286756697,0.000380675638548733,0.0783387218833765,1.10602351835778
SGSH_P51688_OID30341_v1_Cardiometabolic_II.txt,SGSH,vpa,Inverse variance weighted,90,-0.000422397445133187,0.000446274320725594,0.343894992454525,0.463574148008173
PDCD6_O75340_OID20163_v1_Cardiometabolic.txt,PDCD6,vpa,Inverse variance weighted,38,0.000141679987729283,0.000471393698157001,0.763753438212205,0.117046821668241
CEACAM21_Q3KPI0_OID20548_v1_Inflammation.txt,CEACAM21,vpa,Inverse variance weighted,41,0.000163690739487112,0.000480090879891688,0.733135336333113,0.134815847463445
TNXB_P22105_OID21107_v1_Neurology.txt,TNXB,vpa,Inverse variance weighted,76,-0.000134342515070032,0.000521140199289444,0.796572265796039,0.0987748184657562
APOBR_Q0VD83_OID30246_v1_Cardiometabolic_II.txt,APOBR,vpa,Inverse variance weighted,43,0.000147946422603156,0.000524433640812974,0.777861434489012,0.109097759818095
LRRC37A2_A6NM11_OID31440_v1_Oncology_II.txt,LRRC37A2,vpa,Inverse variance weighted,62,0.0012331293818642,0.000534966657580911,0.0211633035277653,1.67441653928822
CST7_O76096_OID20704_v1_Inflammation.txt,CST7,vpa,Inverse variance weighted,92,-9.78353131879256e-05,0.000577679657347652,0.865514183586961,0.0627258107428585
HLA-A_P04439_OID31048_v1_Neurology_II.txt,HLA-A,vpa,Inverse variance weighted,85,1.16810198661983e-05,0.000617549393142822,0.984908818989301,0.00660397380976277
FCRL2_Q96LA5_OID20639_v1_Inflammation.txt,FCRL2,vpa,Inverse variance weighted,118,-0.000686696246885682,0.000622034575858065,0.269614006932313,0.569257549171605
DDC_P20711_OID20215_v1_Cardiometabolic.txt,DDC,vpa,Inverse variance weighted,39,0.000653294459835643,0.000634255153548464,0.303001381968508,0.518555390705852
IL34_Q6ZMJ4_OID20809_v1_Neurology.txt,IL34,vpa,Inverse variance weighted,36,0.000568926558125897,0.000703691853160283,0.418809597528816,0.377983374495475
SUSD2_Q9UGT4_OID21098_v1_Neurology.txt,SUSD2,vpa,Inverse variance weighted,69,0.000275384138488203,0.000711203330986889,0.698601687758157,0.155770369481125
BTN3A2_P78410_OID20540_v1_Inflammation.txt,BTN3A2,vpa,Inverse variance weighted,92,-0.000674905942705064,0.000715637588205092,0.345638236662909,0.461378219164366
FOLR3_P41439_OID21485_v1_Oncology.txt,FOLR3,vpa,Inverse variance weighted,73,0.00184078360157233,0.000721996331816049,0.0107854393734345,1.96716215806525
TCTN3_Q6NUS6_OID30326_v1_Cardiometabolic_II.txt,TCTN3,vpa,Inverse variance weighted,76,0.00118138166662474,0.000730326325387034,0.105747115715617,0.975731469303979
ERBB3_P21860_OID20705_v1_Inflammation.txt,ERBB3,vpa,Inverse variance weighted,47,0.00111142550379006,0.000731866917068708,0.128858942660162,0.889885436537252
CD109_Q6YHK3_OID21108_v1_Neurology.txt,CD109,vpa,Inverse variance weighted,63,0.00181744158818279,0.000734225518885363,0.0133117617568485,1.87576446363538
KIR3DL1_P43629_OID21185_v1_Oncology.txt,KIR3DL1,vpa,Inverse variance weighted,73,0.000489313959855395,0.000738897652940637,0.507829235787427,0.294282300359373
CES1_P23141_OID20244_v1_Cardiometabolic.txt,CES1,vpa,Inverse variance weighted,80,-0.000543040174591647,0.000739229271344244,0.462581199837747,0.334812021744041
CPVL_Q9H3G5_OID21435_v1_Oncology.txt,CPVL,vpa,Inverse variance weighted,106,8.7870401299527e-05,0.000742752538495512,0.905826996146364,0.0429547402851119
GPNMB_Q14956_OID20173_v1_Cardiometabolic.txt,GPNMB,vpa,Inverse variance weighted,34,-0.00056144114233837,0.000748430376028683,0.453159463808958,0.343748945744766
FGL1_Q08830_OID30702_v1_Inflammation_II.txt,FGL1,vpa,Inverse variance weighted,43,0.0009912980866966,0.000758062232506424,0.190983988520739,0.719003041069392
CRELD1_Q96HD1_OID30619_v1_Inflammation_II.txt,CRELD1,vpa,Inverse variance weighted,32,-0.000463912752004914,0.000764202137660177,0.543814392307379,0.26454930278573
TPSAB1_Q15661_OID20642_v1_Inflammation.txt,TPSAB1,vpa,Inverse variance weighted,65,0.000503777168682165,0.000766016257001705,0.510757539331909,0.291785213993451
PRSS53_Q2L4Q9_OID31093_v1_Neurology_II.txt,PRSS53,vpa,Inverse variance weighted,88,0.000816716748828564,0.000773244061097386,0.290867179888986,0.536305279774713
SLITRK6_Q9H5Y7_OID20094_v1_Cardiometabolic.txt,SLITRK6,vpa,Inverse variance weighted,41,-0.000313494909742822,0.000777977858818119,0.686976750884914,0.163057960368751
IFNGR2_P38484_OID20941_v1_Neurology.txt,IFNGR2,vpa,Inverse variance weighted,63,-0.000674708605166497,0.000779509803529373,0.386734244155886,0.412587370752169
LGALS3_P17931_OID20284_v1_Cardiometabolic.txt,LGALS3,vpa,Inverse variance weighted,59,0.00111244003272851,0.000781789200723007,0.154753212841466,0.810360325798406
VWA1_Q6PCB0_OID21421_v1_Oncology.txt,VWA1,vpa,Inverse variance weighted,31,-0.000218460040035226,0.000785132294633277,0.78082340866239,0.107447175233125
SUOX_P51687_OID31031_v1_Neurology_II.txt,SUOX,vpa,Inverse variance weighted,22,-0.000782906510207731,0.000805632096698254,0.331154231937205,0.479969690578645
PROS1_P07225_OID30737_v1_Inflammation_II.txt,PROS1,vpa,Inverse variance weighted,36,-0.00189206029645258,0.000808395562073504,0.0192572696183013,1.71540528905803
COL28A1_Q2UY09_OID30969_v1_Neurology_II.txt,COL28A1,vpa,Inverse variance weighted,47,0.000359757391163469,0.000810259790873503,0.657040760048815,0.182407687799129
NAAA_Q02083_OID20931_v1_Neurology.txt,NAAA,vpa,Inverse variance weighted,108,-0.00172371244364134,0.00082000945577176,0.0355476605951137,1.44918897507665
CTSH_P09668_OID20113_v1_Cardiometabolic.txt,CTSH,vpa,Inverse variance weighted,49,0.00117860245400172,0.000822384889061712,0.151814436458683,0.81868692820184
BLMH_Q13867_OID20336_v1_Cardiometabolic.txt,BLMH,vpa,Inverse variance weighted,62,-0.000386635713838142,0.000823160816635473,0.638571904106506,0.194790193469506
CD200R1_Q8TD46_OID20595_v1_Inflammation.txt,CD200R1,vpa,Inverse variance weighted,83,0.00156412968450747,0.000827256347587807,0.0586585728386796,1.23166850759867
GC_P02774_OID30780_v1_Inflammation_II.txt,GC,vpa,Inverse variance weighted,55,0.000402907406121805,0.000829347658890167,0.627100156547408,0.202663090808661
ATRN_O75882-2_OID30735_v1_Inflammation_II.txt,ATRN,vpa,Inverse variance weighted,30,0.000736965778045873,0.000836348056280118,0.378225192165963,0.422249547795862
PROC_P04070_OID20402_v1_Cardiometabolic.txt,PROC,vpa,Inverse variance weighted,65,-0.000637129990874248,0.000843264530480144,0.449917994573663,0.34686663677939
MST1_P26927_OID30713_v1_Inflammation_II.txt,MST1,vpa,Inverse variance weighted,109,-0.000553617531158378,0.000851182259538015,0.515427360596973,0.287832531379024
