file_name,exposure,outcome,method,nsnp,b,se,pval,P
LRPAP1_P30533_OID21059_v1_Neurology.txt,LRPAP1,acc_425,Inverse variance weighted,75,-0.000104366354758457,0.00102182992235945,0.918648156543714,0.036850792128391
CEACAM1_P13688_OID21528_v1_Oncology.txt,CEACAM1,acc_425,Inverse variance weighted,32,0.000280187766091894,0.00110619038342398,0.800043561537031,0.0968863654829324
LRP1_Q07954_OID21293_v1_Oncology.txt,LRP1,acc_425,Inverse variance weighted,91,-0.000255124731729355,0.00116669254252058,0.826904399986044,0.0825446971686853
SGSH_P51688_OID30341_v1_Cardiometabolic_II.txt,SGSH,acc_425,Inverse variance weighted,90,-0.000272693907001959,0.00125276852992045,0.827683887956601,0.0821354988782897
LRRC37A2_A6NM11_OID31440_v1_Oncology_II.txt,LRRC37A2,acc_425,Inverse variance weighted,62,0.00141926461379272,0.0014441172097045,0.325710579120169,0.487168135267188
PDCD6_O75340_OID20163_v1_Cardiometabolic.txt,PDCD6,acc_425,Inverse variance weighted,38,-0.000477724378475086,0.00144416928557347,0.740799128849346,0.13029953703906
CEACAM21_Q3KPI0_OID20548_v1_Inflammation.txt,CEACAM21,acc_425,Inverse variance weighted,41,0.00209485352799998,0.00154348570000408,0.174710522066247,0.75768093853338
CST7_O76096_OID20704_v1_Inflammation.txt,CST7,acc_425,Inverse variance weighted,92,0.0016624458562826,0.00162521902509037,0.306352419145609,0.513778685864292
TNXB_P22105_OID21107_v1_Neurology.txt,TNXB,acc_425,Inverse variance weighted,76,-0.00136245296073572,0.00162759705030475,0.402539306079544,0.3951917064017
APOBR_Q0VD83_OID30246_v1_Cardiometabolic_II.txt,APOBR,acc_425,Inverse variance weighted,43,0.000883492489666951,0.00163888291678195,0.589830187094175,0.229273004329259
HLA-A_P04439_OID31048_v1_Neurology_II.txt,HLA-A,acc_425,Inverse variance weighted,85,0.00309979271593665,0.00176591767338188,0.0792005113500885,1.10127201442307
FCRL2_Q96LA5_OID20639_v1_Inflammation.txt,FCRL2,acc_425,Inverse variance weighted,118,-0.00184956940797406,0.0018788405938276,0.324908747376278,0.488238596176994
DDC_P20711_OID20215_v1_Cardiometabolic.txt,DDC,acc_425,Inverse variance weighted,39,0.00178350493544217,0.00191579158527566,0.351879763807498,0.453605708212949
AAMDC_Q9H7C9_OID30236_v1_Cardiometabolic_II.txt,AAMDC,acc_425,Inverse variance weighted,34,-0.00185154398679552,0.00196000261981833,0.344830422939686,0.4623944251792
IL34_Q6ZMJ4_OID20809_v1_Neurology.txt,IL34,acc_425,Inverse variance weighted,36,0.00179414743941165,0.00204695917753688,0.3807615362268,0.419346929636719
SLITRK6_Q9H5Y7_OID20094_v1_Cardiometabolic.txt,SLITRK6,acc_425,Inverse variance weighted,41,-0.000274429772502149,0.00208800697852151,0.895434015602221,0.0479664117308332
CPVL_Q9H3G5_OID21435_v1_Oncology.txt,CPVL,acc_425,Inverse variance weighted,106,-0.000738275970011632,0.00208868046593886,0.723739673547957,0.140417619814606
SUSD2_Q9UGT4_OID21098_v1_Neurology.txt,SUSD2,acc_425,Inverse variance weighted,69,-0.00148385853280643,0.002144228591892,0.488921997834075,0.310760422292249
PRSS53_Q2L4Q9_OID31093_v1_Neurology_II.txt,PRSS53,acc_425,Inverse variance weighted,89,0.00320461010159296,0.0021449011649476,0.135160051311729,0.869151652022944
FOLR3_P41439_OID21485_v1_Oncology.txt,FOLR3,acc_425,Inverse variance weighted,73,0.000471204040291478,0.00217936426652605,0.82882273849482,0.0815383427009605
TCTN3_Q6NUS6_OID30326_v1_Cardiometabolic_II.txt,TCTN3,acc_425,Inverse variance weighted,76,-0.00057891145317992,0.00218221313531115,0.79078884529506,0.101939465383871
PROC_P04070_OID20402_v1_Cardiometabolic.txt,PROC,acc_425,Inverse variance weighted,65,-0.00115698061270805,0.00218933375822814,0.597178424634981,0.223895891220347
MICB_MICA_Q29980_Q29983_OID20593_v1_Inflammation.txt,MICB,acc_425,Inverse variance weighted,91,0.00118521565149124,0.00219000794077852,0.58837497597312,0.230345806420193
ADGRB3_O60242_OID20974_v1_Neurology.txt,ADGRB3,acc_425,Inverse variance weighted,43,-0.00200565294711171,0.00223517944085053,0.369552547407809,0.43232379968678
VWA1_Q6PCB0_OID21421_v1_Oncology.txt,VWA1,acc_425,Inverse variance weighted,31,-0.00121227399875257,0.00224033733071149,0.588430207566805,0.230305040494419
GPNMB_Q14956_OID20173_v1_Cardiometabolic.txt,GPNMB,acc_425,Inverse variance weighted,34,0.00345716305389544,0.00224906381850067,0.124254991318072,0.905686156652117
LGALS3_P17931_OID20284_v1_Cardiometabolic.txt,LGALS3,acc_425,Inverse variance weighted,59,0.00161614686028724,0.00225330339346322,0.473229434873357,0.324928250084888
CES1_P23141_OID20244_v1_Cardiometabolic.txt,CES1,acc_425,Inverse variance weighted,80,-0.000371846991485176,0.00228270475042764,0.870599106686603,0.0601817828037962
CLSTN2_Q9H4D0_OID20664_v1_Inflammation.txt,CLSTN2,acc_425,Inverse variance weighted,29,0.001479751420477,0.00228396693338799,0.517058340871436,0.286460451704785
COL28A1_Q2UY09_OID30969_v1_Neurology_II.txt,COL28A1,acc_425,Inverse variance weighted,47,0.00150805199167612,0.00229314956466708,0.510773658017035,0.291771508575497
ATRN_O75882-2_OID30735_v1_Inflammation_II.txt,ATRN,acc_425,Inverse variance weighted,30,-0.000202114997697933,0.00232668116488674,0.930776142424221,0.0311547570422696
BST1_Q10588_OID21051_v1_Neurology.txt,BST1,acc_425,Inverse variance weighted,35,0.00158803626872828,0.00234037556460368,0.497429957746612,0.303268062869345
NAAA_Q02083_OID20931_v1_Neurology.txt,NAAA,acc_425,Inverse variance weighted,108,0.00267036649704492,0.00236294718881372,0.258434111331196,0.587650163334948
KIR2DL3_P43628_OID21196_v1_Oncology.txt,KIR2DL3,acc_425,Inverse variance weighted,87,0.00600351357119572,0.00238135241289407,0.0117004516948034,1.93179737203384
AFAP1_Q8N556_OID30569_v1_Inflammation_II.txt,AFAP1,acc_425,Inverse variance weighted,38,0.00013497894069513,0.00239639073503708,0.955082161171272,0.0199592665225535
IFNGR2_P38484_OID20941_v1_Neurology.txt,IFNGR2,acc_425,Inverse variance weighted,63,-0.00224477549383791,0.0023969213349817,0.349003217371668,0.457170569372279
BTN3A2_P78410_OID20540_v1_Inflammation.txt,BTN3A2,acc_425,Inverse variance weighted,92,-0.00294709814249754,0.00239766153651876,0.219013622656942,0.659528871183902
CTSH_P09668_OID20113_v1_Cardiometabolic.txt,CTSH,acc_425,Inverse variance weighted,49,-0.000480168174532168,0.00240280320188893,0.841608326421559,0.0748899764923216
SFTPD_P35247_OID20214_v1_Cardiometabolic.txt,SFTPD,acc_425,Inverse variance weighted,115,0.000880243507844407,0.00241124086454028,0.715067882436662,0.145652728033492
MST1_P26927_OID30713_v1_Inflammation_II.txt,MST1,acc_425,Inverse variance weighted,109,0.000787232278876352,0.00247726859408258,0.750650026597291,0.124562495676775
