"exposure","outcome","Inverse_variance_weighted_nsnp","Inverse_variance_weighted_b","Inverse_variance_weighted_se","Inverse_variance_weighted_pval","Weighted_median_nsnp","Weighted_median_b","Weighted_median_se","Weighted_median_pval","Weighted_mode_nsnp","Weighted_mode_b","Weighted_mode_se","Weighted_mode_pval","Simple_mode_nsnp","Simple_mode_b","Simple_mode_se","Simple_mode_pval","MR_Egger_nsnp","MR_Egger_b","MR_Egger_se","MR_Egger_pval","Wald_ratio_nsnp","Wald_ratio_b","Wald_ratio_se","Wald_ratio_pval","outcome2","b","-LOG10P"
"leisure_screen_time","A1BG_P04217_OID30771_v1_Inflammation_II",264,0.0737668395661101,0.0226447226729703,0.00112369310032385,264,0.0599449334057818,0.0330660495308046,0.0698496152723484,264,-0.0194466260400408,0.10306021473569,0.850479834848335,264,-0.00575385873537693,0.116579272219989,0.960673243747402,264,0.11094260263308,0.087952392608918,0.208288935213338,NA,NA,NA,NA,"A1BG",0.0737668395661101,2.94935228577351
"leisure_screen_time","AAMDC_Q9H7C9_OID30236_v1_Cardiometabolic_II",264,0.0193791586368946,0.0207091598882506,0.349387938187494,264,0.0231688547323939,0.0311938744619516,0.457640730104283,264,0.0851314083290733,0.0915059586606791,0.353049614090978,264,0.115978880684774,0.0964970390174251,0.230487025399408,264,-0.0462213889598806,0.0803398591672766,0.565566459742957,NA,NA,NA,NA,"AAMDC",0.0193791586368946,0.456692092109337
"leisure_screen_time","AARSD1_Q9BTE6_OID21311_v1_Oncology",264,-0.0168371136760158,0.0226739232763074,0.457738358528131,264,-0.0373851289775785,0.0320894611739364,0.244007555599138,264,-0.129415078498808,0.098582151978338,0.190406917683483,264,-0.129415078498808,0.108165508413615,0.232596821331791,264,0.000644127255772882,0.0880889747922294,0.994171297419824,NA,NA,NA,NA,"AARSD1",-0.0168371136760158,0.339382692119187
"leisure_screen_time","ABCA2_Q9BZC7_OID30146_v1_Cardiometabolic_II",264,0.0324182498256645,0.0251151850658636,0.196778990873783,264,0.00292908158649005,0.0359310124849404,0.935028742165571,264,-0.0429196897463238,0.10050217261174,0.669690588301776,264,-0.0429196897463238,0.12349925973487,0.728471192470114,264,-0.0807704562070504,0.0973019990519053,0.407237590468555,NA,NA,NA,NA,"ABCA2",0.0324182498256645,0.706021270918084
"leisure_screen_time","ABHD14B_Q96IU4_OID20921_v1_Neurology",264,-0.0027675445821535,0.023804428509218,0.907445096870886,264,0.0398932420169202,0.0336035594904412,0.235159347637692,264,0.0833117169030233,0.111139651565568,0.454157870039602,264,0.055165215515034,0.115445707025879,0.633157062700764,264,-0.0458962438569261,0.0923934892756391,0.619783593195575,NA,NA,NA,NA,"ABHD14B",-0.0027675445821535,0.0421796416057002
"leisure_screen_time","ABL1_P00519_OID21280_v1_Oncology",264,0.0452620518305893,0.0226505743539974,0.0456869721777505,264,0.0358962883031704,0.0337063093272553,0.286888430959287,264,0.0538689897702409,0.112561206843949,0.632638548333685,264,0.0155092354630626,0.118445284817885,0.895922808710199,264,0.0344638152900671,0.0878377276824896,0.695112874651675,NA,NA,NA,NA,"ABL1",0.0452620518305893,1.3402076230795
"leisure_screen_time","ABO_P16442_OID30675_v1_Inflammation_II",264,0.00757703845188908,0.0151643286896204,0.61731310996639,264,0.0221785765493394,0.0226747102595681,0.32801521818641,264,0.0425626687016003,0.0655022063455091,0.516395108297587,264,0.0313057540426525,0.0739366890509718,0.67234002097773,264,0.0375030131304513,0.0591496324861287,0.526610307842551,NA,NA,NA,NA,"ABO",0.00757703845188908,0.209494499761219
"leisure_screen_time","ABRAXAS2_Q15018_OID30130_v1_Cardiometabolic_II",264,-0.00984508247477309,0.0240241504742503,0.681953105637313,264,0.028897310512475,0.0352172183381834,0.41190551785455,264,0.105486238620137,0.115731062351566,0.362878607403432,264,0.128817249363547,0.12031435731171,0.285298380432367,264,-0.13353165617307,0.0929920119851403,0.152210114140834,NA,NA,NA,NA,"ABRAXAS2",-0.00984508247477309,0.166245488485987
"leisure_screen_time","ACAA1_P09110_OID21269_v1_Oncology",264,0.0465011327307467,0.0240919311750841,0.0535877828656442,264,0.0239022452514824,0.0352120040738235,0.497258530952894,264,-0.0997844102422381,0.130754055635824,0.446060423838936,264,-0.0997844102422381,0.125891454682283,0.428712149769439,264,-0.0127141580583058,0.0935400942546048,0.891987306774433,NA,NA,NA,NA,"ACAA1",0.0465011327307467,1.27093421103131
"leisure_screen_time","ACADM_P11310_OID31277_v1_Oncology_II",264,0.0379090149182995,0.0242481398696599,0.1179636485786,264,-0.00724197343025801,0.0358588102781146,0.839949562538962,264,-0.145212239550128,0.100300510997014,0.14887191386523,264,-0.145212239550128,0.114776023312441,0.206926887771279,264,0.0372341587480763,0.0941997301036521,0.69296658628017,NA,NA,NA,NA,"ACADM",0.0379090149182995,0.928251803320582
