"exposure","outcome","Inverse_variance_weighted_nsnp","Inverse_variance_weighted_b","Inverse_variance_weighted_se","Inverse_variance_weighted_pval","Weighted_median_nsnp","Weighted_median_b","Weighted_median_se","Weighted_median_pval","Weighted_mode_nsnp","Weighted_mode_b","Weighted_mode_se","Weighted_mode_pval","Simple_mode_nsnp","Simple_mode_b","Simple_mode_se","Simple_mode_pval","MR_Egger_nsnp","MR_Egger_b","MR_Egger_se","MR_Egger_pval","Wald_ratio_nsnp","Wald_ratio_b","Wald_ratio_se","Wald_ratio_pval","outcome2","-LOG10P"
"acc_ave","A1BG_P04217_OID30771_v1_Inflammation_II",51,-0.00303524900919686,0.00552798523461801,0.582957641079023,51,-0.00633129517083555,0.00771016355481958,0.411553861968754,51,-0.0068249185296812,0.0172244949146631,0.69361886630637,51,-0.00887119677999254,0.0175846077649276,0.616135688466605,51,0.000212487768271706,0.0209056663465992,0.99193161307134,NA,NA,NA,NA,"A1BG",0.234363000839577
"acc_ave","AAMDC_Q9H7C9_OID30236_v1_Cardiometabolic_II",51,-0.00705828873890958,0.0055336560362416,0.202125263102295,51,-0.00863810213565316,0.00788385405911575,0.273223229307829,51,-0.0152739016342537,0.0157320046860007,0.33628105724301,51,-0.0163317446692732,0.0179862234158853,0.36822659038134,51,-0.00303085373060715,0.0210985695384541,0.886364360084107,NA,NA,NA,NA,"AAMDC",0.694379401772986
"acc_ave","AARSD1_Q9BTE6_OID21311_v1_Oncology",51,0.00112907638798835,0.0056160596884835,0.840663990593873,51,0.0132700396252955,0.00788390465220477,0.0923400305592438,51,0.0180762669717398,0.0170471653613296,0.294072694424552,51,0.0185276177838242,0.0184578127244395,0.320317017883602,51,0.0157611635265853,0.0210561642969554,0.457718781706656,NA,NA,NA,NA,"AARSD1",0.0753775549633656
"acc_ave","ABCA2_Q9BZC7_OID30146_v1_Cardiometabolic_II",51,-0.00343950773433076,0.00596914502946954,0.564470226397775,51,0.00161199467284806,0.00868155663501956,0.852695420851976,51,0.00977369442440373,0.0203591428514286,0.633275363128091,51,0.01211424211088,0.0200406185733666,0.548254985253137,51,0.0446145245739095,0.0223916311051996,0.0519062659553276,NA,NA,NA,NA,"ABCA2",0.248358960474467
"acc_ave","ABHD14B_Q96IU4_OID20921_v1_Neurology",51,-0.0178617115677205,0.00577968152731377,0.00199865700776688,51,-0.0198957339908303,0.00819540112793808,0.0151961399991231,51,-0.0274183485302865,0.0180497594177775,0.135050386105295,51,-0.0293863067965865,0.0189224558265164,0.12673392860422,51,0.00045967559797064,0.0216307148460653,0.983131687030525,NA,NA,NA,NA,"ABHD14B",2.69926172935113
"acc_ave","ABL1_P00519_OID21280_v1_Oncology",51,-0.00998820364163787,0.0060708754615065,0.0999150138094405,51,-0.00016825084501437,0.00867056589664611,0.984518158475829,51,0.00496667458032193,0.0190564977063866,0.795449099735052,51,0.00618574853615489,0.0202490602556334,0.761266330600286,51,0.00294199575851408,0.0229070645733839,0.898332949578348,NA,NA,NA,NA,"ABL1",1.0003692472628
"acc_ave","ABO_P16442_OID30675_v1_Inflammation_II",51,0.0023532659775322,0.00386375323871121,0.542483223510352,51,0.00617110004901054,0.00550977495523245,0.262701998579535,51,0.0140104783511263,0.0119917113838284,0.248207564316941,51,0.0151237443819419,0.0125661838586076,0.234439726622603,51,0.0181779023056226,0.0143179400474542,0.210227724460726,NA,NA,NA,NA,"ABO",0.265613687985495
"acc_ave","ABRAXAS2_Q15018_OID30130_v1_Cardiometabolic_II",51,0.00348961233616644,0.00616744271231935,0.571521671844822,51,0.00571609876036872,0.00824303546499032,0.488029795108818,51,0.00561238907374082,0.0204609663592633,0.784986227058595,51,0.00561238907374082,0.0204726248454618,0.785105575372529,51,0.00995793153994382,0.0233456514645258,0.671580179529069,NA,NA,NA,NA,"ABRAXAS2",0.242967296704976
"acc_ave","ACAA1_P09110_OID21269_v1_Oncology",51,-0.0163486955332518,0.00624865490809855,0.00888742686047627,51,-0.0218127553655614,0.00855591276687679,0.0107897192116118,51,-0.0221320941454959,0.0207846123871866,0.292067884133086,51,-0.0227063922781257,0.0224374553638931,0.316417025957115,51,-0.0489177854243173,0.0231400684900831,0.0396301181954872,NA,NA,NA,NA,"ACAA1",2.05122396029563
"acc_ave","ACADM_P11310_OID31277_v1_Oncology_II",51,-0.00592145014925317,0.00608723570586857,0.330670086410158,51,-0.0144172909175401,0.00853865990384023,0.0913205976363552,51,-0.0336623291510766,0.0206992048337936,0.110180953400524,51,-0.0361411293577421,0.0216760419931362,0.10170113008629,51,-0.0105039521025358,0.0230277115126141,0.650301792953679,NA,NA,NA,NA,"ACADM",0.480605091129855
