"exposure","outcome","Inverse_variance_weighted_nsnp","Inverse_variance_weighted_b","Inverse_variance_weighted_se","Inverse_variance_weighted_pval","Weighted_median_nsnp","Weighted_median_b","Weighted_median_se","Weighted_median_pval","Weighted_mode_nsnp","Weighted_mode_b","Weighted_mode_se","Weighted_mode_pval","Simple_mode_nsnp","Simple_mode_b","Simple_mode_se","Simple_mode_pval","MR_Egger_nsnp","MR_Egger_b","MR_Egger_se","MR_Egger_pval","Wald_ratio_nsnp","Wald_ratio_b","Wald_ratio_se","Wald_ratio_pval","outcome2","-LOG10P"
"ssoe","A1BG_P04217_OID30771_v1_Inflammation_II",12,-0.307866971440558,0.292876744873478,0.293174680888077,12,-0.545453924145545,0.405565833621036,0.178650813396173,12,-0.747893832453745,0.674488975501624,0.291157665126323,12,-0.759251752716064,0.694781406037156,0.297839838937918,12,0.198287557498917,1.32252353190792,0.883799776000079,NA,NA,NA,NA,"A1BG",0.532873538892426
"ssoe","AAMDC_Q9H7C9_OID30236_v1_Cardiometabolic_II",12,0.229116247114638,0.283241534950886,0.418568262802212,12,0.467070652729364,0.405405819526491,0.249277339898095,12,0.425799877214125,0.583785630269714,0.481013728284392,12,0.371748062002542,0.647255750106211,0.577290710663767,12,-0.236842087186395,1.33194572319366,0.862417362710266,NA,NA,NA,NA,"AAMDC",0.378233704359501
"ssoe","AARSD1_Q9BTE6_OID21311_v1_Oncology",12,0.0774881147446325,0.300503511566039,0.796514239259281,12,0.0321385769505986,0.376111573667579,0.931903976120958,12,-0.0054623530111102,0.581656443835893,0.992675306571175,12,0.0178295964749498,0.601965134018434,0.976901482540268,12,-0.86373617668198,1.35451681508126,0.538013966580181,NA,NA,NA,NA,"AARSD1",0.0988064559250519
"ssoe","ABCA2_Q9BZC7_OID30146_v1_Cardiometabolic_II",12,0.568100540930536,0.346899496776509,0.101494377423207,12,0.470623423627891,0.445548824090389,0.290841221135297,12,-0.201180216403036,0.739824522511343,0.790712314847949,12,1.09680430420671,0.793110508822296,0.194118235494107,12,-1.1004853628511,1.54987035611532,0.493898060162004,NA,NA,NA,NA,"ABCA2",0.993558016092747
"ssoe","ABHD14B_Q96IU4_OID20921_v1_Neurology",12,-0.0822400542039437,0.309935866566321,0.790743399063304,12,0.271424717616256,0.418539312217527,0.516658561879727,12,0.450540063509985,0.695288071206307,0.53028407103521,12,0.353539565952258,0.726794546321026,0.636204052213364,12,-1.10635835947322,1.40127250015298,0.448113352560643,NA,NA,NA,NA,"ABHD14B",0.10196442478353
"ssoe","ABL1_P00519_OID21280_v1_Oncology",12,-0.10625737829491,0.31084555015819,0.732476303928298,12,-0.168056896084826,0.401405052851172,0.675456153390242,12,-0.252805750013368,0.581118312179729,0.671950424188959,12,-0.464394465197719,0.62714023635014,0.474509253662474,12,0.10120354824142,1.40163010150306,0.9438631507909,NA,NA,NA,NA,"ABL1",0.135206420447768
"ssoe","ABO_P16442_OID30675_v1_Inflammation_II",12,0.29862259122807,0.203360872541295,0.141985608562855,12,0.358537705726793,0.269750470111739,0.183799870901355,12,0.39818430330614,0.415417923950567,0.358397135755805,12,0.268905938096991,0.478308407665532,0.585252444750466,12,1.16830436525496,0.918051629953265,0.231954979098346,NA,NA,NA,NA,"ABO",0.847755672789333
"ssoe","ABRAXAS2_Q15018_OID30130_v1_Cardiometabolic_II",12,0.259167178142808,0.317908696791486,0.414943420714126,12,0.436459955580679,0.436803555121478,0.317691336861024,12,0.358714140161569,0.640820497235823,0.586851889240264,12,0.331959330110946,0.701954107330396,0.645523992722081,12,0.233744726651801,1.43474850587103,0.873829123005371,NA,NA,NA,NA,"ABRAXAS2",0.382011117135671
"ssoe","ACAA1_P09110_OID21269_v1_Oncology",12,-0.211412275973137,0.31805838781676,0.506244675552023,12,-0.667322870237026,0.435156314661205,0.125146674601797,12,-0.78863095500879,0.623770308919471,0.232255902366687,12,-0.748401736484928,0.652084241265791,0.275438132644028,12,-2.29774221103719,1.43640218555096,0.140759305709854,NA,NA,NA,NA,"ACAA1",0.295639531462284
"ssoe","ACADM_P11310_OID31277_v1_Oncology_II",12,0.47653080723548,0.387976849728379,0.219354835167582,12,0.524212477910668,0.414046274295619,0.205487234025045,12,0.440281713617112,0.603621018743857,0.480999753654533,12,0.440281713617112,0.645968645162701,0.509597775226535,12,0.25641315004816,1.83554281841446,0.891675735478886,NA,NA,NA,NA,"ACADM",0.658852788140932
