"exposure","outcome","Inverse_variance_weighted_nsnp","Inverse_variance_weighted_b","Inverse_variance_weighted_se","Inverse_variance_weighted_pval","Weighted_median_nsnp","Weighted_median_b","Weighted_median_se","Weighted_median_pval","Weighted_mode_nsnp","Weighted_mode_b","Weighted_mode_se","Weighted_mode_pval","Simple_mode_nsnp","Simple_mode_b","Simple_mode_se","Simple_mode_pval","MR_Egger_nsnp","MR_Egger_b","MR_Egger_se","MR_Egger_pval","Wald_ratio_nsnp","Wald_ratio_b","Wald_ratio_se","Wald_ratio_pval","outcome2","-LOG10P"
"ssoe","A1BG_P04217_OID30771_v1_Inflammation_II",99,-0.398918518107919,0.141887103294444,0.00493079285477625,99,-0.392822626858907,0.189233619107488,0.037906839410882,99,-0.493050712969843,0.459525898739919,0.285926191385032,99,-0.493050712969843,0.504214669765814,0.330551960304546,99,-0.634717812960962,0.541102966502657,0.243665298262566,NA,NA,NA,NA,"A1BG",2.30708324202722
"ssoe","AAMDC_Q9H7C9_OID30236_v1_Cardiometabolic_II",99,-0.176091633684986,0.128071210886589,0.169146650444836,99,-0.103108252668878,0.180097256116324,0.566973607724852,99,0.268493811707883,0.423093075807402,0.527169667119688,99,0.216759708688788,0.457058391825033,0.636377001639107,99,-0.654755634343214,0.485403236624125,0.180512875642042,NA,NA,NA,NA,"AAMDC",0.771736597980806
"ssoe","AARSD1_Q9BTE6_OID21311_v1_Oncology",99,-0.345976814089357,0.126404735925083,0.00619917792138992,99,-0.34427506723041,0.180769199030643,0.0568450047699091,99,-0.411434853420177,0.435487356831263,0.34710045193497,99,-0.531697086609696,0.466463967796068,0.257128720202565,99,-0.569868344627973,0.479344477884985,0.237401278833827,NA,NA,NA,NA,"AARSD1",2.20766589886879
"ssoe","ABCA2_Q9BZC7_OID30146_v1_Cardiometabolic_II",99,0.12606348125503,0.134554125999612,0.348811067410395,99,-0.0417850778408673,0.190303124933817,0.826205154479299,99,-0.634586077909392,0.489608113763428,0.197981614307586,99,-0.720585173218662,0.531542798711043,0.178326969188576,99,0.678893161357779,0.509718090015902,0.18601441733905,NA,NA,NA,NA,"ABCA2",0.457409743811116
"ssoe","ABHD14B_Q96IU4_OID20921_v1_Neurology",99,-0.208640115808068,0.130096424698288,0.108772602738283,99,-0.173376775289961,0.191529807395333,0.365348397526678,99,-0.544132748586353,0.496328359024519,0.275627242351824,99,-0.6149775612633,0.499082286214412,0.220816331979017,99,-0.610685966559839,0.493653082220356,0.219045726060414,NA,NA,NA,NA,"ABHD14B",0.963480479434997
"ssoe","ABL1_P00519_OID21280_v1_Oncology",99,-0.299870963559518,0.141419076670618,0.0339687797032442,99,-0.307898889940897,0.185236482430771,0.0964739689576214,99,-0.330678972789578,0.423397435678598,0.436677350426995,99,-0.584604350630726,0.510486765611764,0.254919463586806,99,-0.909236345931568,0.535145324161996,0.0925157591624594,NA,NA,NA,NA,"ABL1",1.46892005447429
"ssoe","ABO_P16442_OID30675_v1_Inflammation_II",99,0.0568772379797403,0.0872243746275727,0.51434980374293,99,0.00824453517247695,0.126436657358854,0.948009313388581,99,0.0377601946340214,0.299394259792441,0.899893765560727,99,0.0245132222529669,0.346123816775544,0.943683652967507,99,0.322649335975689,0.328448129874609,0.328373847808595,NA,NA,NA,NA,"ABO",0.288741421540231
"ssoe","ABRAXAS2_Q15018_OID30130_v1_Cardiometabolic_II",99,-0.0846115782377571,0.147530318934452,0.566292708478828,99,0.12508739475003,0.206870803549313,0.54540205689708,99,0.349292673176372,0.490436496610915,0.478028298677417,99,0.349292673176372,0.516985819491796,0.500864883343804,99,-0.491685743941149,0.56090410974389,0.382872428841926,NA,NA,NA,NA,"ABRAXAS2",0.246959030264335
"ssoe","ACAA1_P09110_OID21269_v1_Oncology",99,-0.226566367556382,0.144195302328338,0.116125397297118,99,-0.274433745058335,0.189362195593839,0.147266919197699,99,-0.811071689883983,0.493787161834798,0.103680458233083,99,-0.832341950552632,0.48957688516621,0.0922791141893275,99,-0.235432231724616,0.549811372190861,0.669450840084214,NA,NA,NA,NA,"ACAA1",0.935072787154161
"ssoe","ACADM_P11310_OID31277_v1_Oncology_II",99,-0.107379086262503,0.138194869693318,0.437151630022615,99,0.135131874743763,0.19767324657992,0.494219977274223,99,0.481675723026447,0.504875707601546,0.342406645533391,99,0.500199406821416,0.618426184141478,0.420574295264428,99,0.0383071468643083,0.526820188361926,0.942183519195765,NA,NA,NA,NA,"ACADM",0.359367897903503
