file_name,outcome,exposure,method,nsnp,b,se,pval,-Log10P
CLEC4M_Q9H2X3_OID30405_v1_Cardiometabolic_II.txt,CLEC4M,vpa,Inverse variance weighted,7,1.31916514575576,0.344473574633505,0.000128398443248519,3.89144024178645
ZCCHC8_Q6NZY4_OID30117_v1_Cardiometabolic_II.txt,ZCCHC8,vpa,Inverse variance weighted,7,1.32885861327416,0.372325641154874,0.000358242120214421,3.44582335343594
PIK3IP1_Q96FE7_OID21094_v1_Neurology.txt,PIK3IP1,vpa,Inverse variance weighted,7,1.12053373523798,0.336259416268435,0.000861161833299229,3.06491522635766
CA12_O43570_OID21344_v1_Oncology.txt,CA12,vpa,Inverse variance weighted,7,1.1667907948868,0.351505646746359,0.000902083957637466,3.04475304046047
TPSAB1_Q15661_OID20642_v1_Inflammation.txt,TPSAB1,vpa,Inverse variance weighted,7,0.769731209093144,0.24220780512641,0.00148305722797348,2.82884209016274
TIMD4_Q96H15_OID20375_v1_Cardiometabolic.txt,TIMD4,vpa,Inverse variance weighted,7,1.05142277382835,0.340340437965412,0.00200610761655527,2.6976457731987
CLEC10A_Q8IUN9_OID20928_v1_Neurology.txt,CLEC10A,vpa,Inverse variance weighted,7,1.32362363239597,0.441485317507398,0.00271655388208827,2.56598167643496
LACRT_Q9GZZ8_OID31367_v1_Oncology_II.txt,LACRT,vpa,Inverse variance weighted,7,1.05874851224984,0.35759004042117,0.00306852488827413,2.51307034987841
NOP56_O00567_OID30055_v1_Cardiometabolic_II.txt,NOP56,vpa,Inverse variance weighted,7,1.04796729428177,0.372143748072564,0.0048621396529868,2.31317257127415
CD164L2_Q6UWJ8_OID30922_v1_Neurology_II.txt,CD164L2,vpa,Inverse variance weighted,7,1.00496766172815,0.357686709831914,0.00495983324646557,2.30453292458989
CDH3_P22223_OID21008_v1_Neurology.txt,CDH3,vpa,Inverse variance weighted,7,1.02322736056196,0.366628448767228,0.00525599270060456,2.27934524658552
ITGAV_P06756_OID21416_v1_Oncology.txt,ITGAV,vpa,Inverse variance weighted,7,1.00069280631672,0.362818264396518,0.00581365706462144,2.2355505899263
M6PR_P20645_OID30208_v1_Cardiometabolic_II.txt,M6PR,vpa,Inverse variance weighted,7,1.01816298388049,0.369768764037926,0.00589594845489129,2.22944632193566
LAMA1_P25391_OID30057_v1_Cardiometabolic_II.txt,LAMA1,vpa,Inverse variance weighted,7,1.02118218983154,0.371209106328347,0.00594205141784555,2.22606359447278
TPSD1_Q9BZJ3_OID30982_v1_Neurology_II.txt,TPSD1,vpa,Inverse variance weighted,7,0.951497424264697,0.352975910291987,0.00702526871791412,2.15333705925558
PECR_Q9BY49_OID30228_v1_Cardiometabolic_II.txt,PECR,vpa,Inverse variance weighted,7,1.21370456914687,0.454572546725107,0.00758532996999477,2.12002552219025
GC_P02774_OID30780_v1_Inflammation_II.txt,GC,vpa,Inverse variance weighted,7,-0.603049350438067,0.228423221301587,0.00828931272030784,2.08148147598185
MXRA8_Q9BRK3_OID30583_v1_Inflammation_II.txt,MXRA8,vpa,Inverse variance weighted,7,0.869740300470948,0.338590684718276,0.0102078692276627,1.99106490230515
DSC2_Q02487_OID21079_v1_Neurology.txt,DSC2,vpa,Inverse variance weighted,7,1.16167368155318,0.454659484826341,0.0106175252725643,1.97397669659844
RGMB_Q6NW40_OID21045_v1_Neurology.txt,RGMB,vpa,Inverse variance weighted,7,1.0156954475357,0.40082418304329,0.0112763137628657,1.9478328484101
FAP_Q12884_OID20330_v1_Cardiometabolic.txt,FAP,vpa,Inverse variance weighted,7,1.47204670396653,0.581117240840926,0.0113048358787213,1.94673573827069
KIT_P10721_OID20370_v1_Cardiometabolic.txt,KIT,vpa,Inverse variance weighted,7,0.963080268663093,0.382713964558372,0.0118543971587859,1.9261205266516
CSPG5_O95196_OID30843_v1_Neurology_II.txt,CSPG5,vpa,Inverse variance weighted,7,1.09639474721713,0.437698549017554,0.0122483129261504,1.91192372659096
ICAM4_Q14773_OID20578_v1_Inflammation.txt,ICAM4,vpa,Inverse variance weighted,7,0.990170771518958,0.401867134037278,0.0137424584169421,1.86193556848411
TREH_O43280_OID30388_v1_Cardiometabolic_II.txt,TREH,vpa,Inverse variance weighted,7,-0.625599834449855,0.25399918832567,0.0137780167600249,1.86081329129371
