file_name,outcome,exposure,method,nsnp,b,se,pval,-Log10P
MICB_MICA_Q29980_Q29983_OID20593_v1_Inflammation.txt,MICB,finngen_dementia,Inverse variance weighted,13,0.00580666360464503,0.00732564789144475,0.427982659672622,0.368573826690224
FUCA1_P04066_OID20261_v1_Cardiometabolic.txt,FUCA1,finngen_dementia,Inverse variance weighted,13,0.0254818324974275,0.00797137527419922,0.00139025310161543,2.85690612735125
HLA-A_P04439_OID31048_v1_Neurology_II.txt,HLA-A,finngen_dementia,Inverse variance weighted,13,-0.0048054969219026,0.00859596515322951,0.576133741743339,0.239476689217448
DBH_P09172_OID30703_v1_Inflammation_II.txt,DBH,finngen_dementia,Inverse variance weighted,13,-0.015914042554391,0.00909687689627809,0.0802225443607272,1.09570356793028
SIRPA_P78324_OID20304_v1_Cardiometabolic.txt,SIRPA,finngen_dementia,Inverse variance weighted,13,0.00189090964568107,0.00915897957368049,0.83643615034994,0.0775672054595521
SPINT3_P49223_OID31509_v1_Oncology_II.txt,SPINT3,finngen_dementia,Inverse variance weighted,13,0.00436777625466332,0.0092825042466283,0.637970286097694,0.195199548370252
KLK3_P07288_OID30364_v1_Cardiometabolic_II.txt,KLK3,finngen_dementia,Inverse variance weighted,13,0.0106199951543784,0.00930171785423414,0.25356873300118,0.595904299379509
GC_P02774_OID30780_v1_Inflammation_II.txt,GC,finngen_dementia,Inverse variance weighted,13,0.00997537557039039,0.00938998547423771,0.288080472252438,0.540486179694048
PDGFRB_P09619_OID20268_v1_Cardiometabolic.txt,PDGFRB,finngen_dementia,Inverse variance weighted,13,0.0046064233702071,0.00939564625664016,0.623941355752095,0.20485622773766
PNLIPRP2_P54317_OID20775_v1_Inflammation.txt,PNLIPRP2,finngen_dementia,Inverse variance weighted,13,0.000884225864082717,0.00944329859918982,0.925398887065578,0.0336710271416856
BST1_Q10588_OID21051_v1_Neurology.txt,BST1,finngen_dementia,Inverse variance weighted,13,0.0145378593146235,0.00944733767869531,0.123845476270082,0.907119852354865
MEP1B_Q16820_OID20168_v1_Cardiometabolic.txt,MEP1B,finngen_dementia,Inverse variance weighted,13,0.0333500063640674,0.00947039588692661,0.00042911142885979,3.3674299184092
CFHR2_P36980_OID30720_v1_Inflammation_II.txt,CFHR2,finngen_dementia,Inverse variance weighted,13,0.010278415448919,0.00949765635672511,0.279161248409467,0.554144868176293
HDGF_P51858_OID21455_v1_Oncology.txt,HDGF,finngen_dementia,Inverse variance weighted,13,-0.00344814650922226,0.00959296224960504,0.719261888816449,0.143112950842283
TDGF1_P13385_OID20816_v1_Neurology.txt,TDGF1,finngen_dementia,Inverse variance weighted,13,-0.00842897920528302,0.00965630738077154,0.382718235898446,0.417120843860207
MST1_P26927_OID30713_v1_Inflammation_II.txt,MST1,finngen_dementia,Inverse variance weighted,13,0.0200351089405088,0.00967943503735248,0.0384651321688168,1.41493277095822
INSL3_P51460_OID31129_v1_Neurology_II.txt,INSL3,finngen_dementia,Inverse variance weighted,13,-0.00418867143973167,0.00969948820813657,0.665854374162412,0.176620742921492
