file_name,outcome,exposure,method,nsnp,b,se,pval,-Log10P
DKKL1_Q9UK85_OID21313_v1_Oncology.txt,DKKL1,ssoe,Inverse variance weighted,13,0.076054924,0.147321943,0.605679949,0.217756804
TLR3_O15455_OID20612_v1_Inflammation.txt,TLR3,ssoe,Inverse variance weighted,13,-0.150595959,0.150382321,0.316623492,0.499456865
CD33_P20138_OID21472_v1_Oncology.txt,CD33,ssoe,Inverse variance weighted,13,-0.123054125,0.150563381,0.413762043,0.383249353
SIRPA_P78324_OID20304_v1_Cardiometabolic.txt,SIRPA,ssoe,Inverse variance weighted,13,0.06750458,0.151885187,0.656721036,0.182619072
CCL24_O00175_OID20772_v1_Inflammation.txt,CCL24,ssoe,Inverse variance weighted,13,-0.189553359,0.18262535,0.299300019,0.523893255
LILRB5_O75023_OID20324_v1_Cardiometabolic.txt,LILRB5,ssoe,Inverse variance weighted,13,0.132766787,0.185985318,0.475316053,0.323017518
SPINT3_P49223_OID31509_v1_Oncology_II.txt,SPINT3,ssoe,Inverse variance weighted,13,-0.122409549,0.189600917,0.518527515,0.285228193
INSL3_P51460_OID31129_v1_Neurology_II.txt,INSL3,ssoe,Inverse variance weighted,13,0.094252827,0.19061145,0.620969903,0.206929449
LILRA3_Q8N6C8_OID30376_v1_Cardiometabolic_II.txt,LILRA3,ssoe,Inverse variance weighted,13,-0.170215199,0.190735902,0.372171606,0.429256764
CSF2RB_P32927_OID30553_v1_Inflammation_II.txt,CSF2RB,ssoe,Inverse variance weighted,13,-0.30511818,0.19256147,0.113074632,0.946634816
KIR2DS4_P43632_OID31432_v1_Oncology_II.txt,KIR2DS4,ssoe,Inverse variance weighted,13,-0.165534263,0.194343639,0.394346955,0.404121508
CEACAM21_Q3KPI0_OID20548_v1_Inflammation.txt,CEACAM21,ssoe,Inverse variance weighted,13,-0.412184905,0.195486248,0.034986812,1.45609563
CFHR4_Q92496_OID30758_v1_Inflammation_II.txt,CFHR4,ssoe,Inverse variance weighted,13,-0.198391657,0.195808975,0.310969509,0.507282192
ABO_P16442_OID30675_v1_Inflammation_II.txt,ABO,ssoe,Inverse variance weighted,13,0.246628836,0.196295476,0.208965073,0.679926297
GSTT2B_P0CG30_OID31097_v1_Neurology_II.txt,GSTT2B,ssoe,Inverse variance weighted,13,0.050593316,0.197066091,0.7973851,0.098331884
EDDM3B_P56851_OID31365_v1_Oncology_II.txt,EDDM3B,ssoe,Inverse variance weighted,13,0.355738863,0.197136668,0.071148395,1.147834895
APOBR_Q0VD83_OID30246_v1_Cardiometabolic_II.txt,APOBR,ssoe,Inverse variance weighted,13,0.367951251,0.19786784,0.062944848,1.201039814
BST1_Q10588_OID21051_v1_Neurology.txt,BST1,ssoe,Inverse variance weighted,13,0.218336589,0.198074977,0.27033447,0.568098574
FUCA1_P04066_OID20261_v1_Cardiometabolic.txt,FUCA1,ssoe,Inverse variance weighted,13,-0.057430711,0.200249625,0.774268833,0.111108222
PDGFRB_P09619_OID20268_v1_Cardiometabolic.txt,PDGFRB,ssoe,Inverse variance weighted,13,-0.216004701,0.200586823,0.281541089,0.550458213
KLK3_P07288_OID30364_v1_Cardiometabolic_II.txt,KLK3,ssoe,Inverse variance weighted,13,0.15401189,0.20201469,0.445833446,0.350827354
PZP_P20742_OID30730_v1_Inflammation_II.txt,PZP,ssoe,Inverse variance weighted,13,-0.577825677,0.20634666,0.00510604,2.291915753
IL1RAP_Q9NPH3_OID21126_v1_Neurology.txt,IL1RAP,ssoe,Inverse variance weighted,13,0.089871191,0.208889116,0.667025464,0.175857586
KLK12_Q9UKR0_OID21201_v1_Oncology.txt,KLK12,ssoe,Inverse variance weighted,13,0.187123746,0.208980305,0.37056619,0.431134208
PROK1_P58294_OID20543_v1_Inflammation.txt,PROK1,ssoe,Inverse variance weighted,13,0.085179798,0.210117923,0.685190535,0.164188645
TDGF1_P13385_OID20816_v1_Neurology.txt,TDGF1,ssoe,Inverse variance weighted,13,0.357186016,0.212650304,0.093018171,1.031432206
MMP3_P08254_OID21083_v1_Neurology.txt,MMP3,ssoe,Inverse variance weighted,13,0.309159325,0.212808395,0.14629066,0.834783399
LRRC37A2_A6NM11_OID31440_v1_Oncology_II.txt,LRRC37A2,ssoe,Inverse variance weighted,13,-0.018229787,0.213187139,0.931855367,0.030651489
CD300LF_Q8TDQ1_OID21469_v1_Oncology.txt,CD300LF,ssoe,Inverse variance weighted,13,-0.195619231,0.213972744,0.360598633,0.442975924
PGLYRP2_Q96PD5_OID30742_v1_Inflammation_II.txt,PGLYRP2,ssoe,Inverse variance weighted,13,0.21041719,0.214162477,0.325847705,0.486985334
CD70_P32970_OID20599_v1_Inflammation.txt,CD70,ssoe,Inverse variance weighted,13,0.208448769,0.215170492,0.332664478,0.477993571
DBH_P09172_OID30703_v1_Inflammation_II.txt,DBH,ssoe,Inverse variance weighted,13,-0.06072014,0.2152284,0.77785184,0.109103117
IL17RA_Q96F46_OID21089_v1_Neurology.txt,IL17RA,ssoe,Inverse variance weighted,13,-0.252462416,0.218633033,0.24820046,0.605197419
TEX101_Q9BY14_OID30971_v1_Neurology_II.txt,TEX101,ssoe,Inverse variance weighted,13,-0.132776105,0.220200807,0.54652374,0.262390969
ADGRB3_O60242_OID20974_v1_Neurology.txt,ADGRB3,ssoe,Inverse variance weighted,13,0.270874878,0.220675965,0.21964301,0.658282614
PAEP_P09466_OID20925_v1_Neurology.txt,PAEP,ssoe,Inverse variance weighted,13,-0.271264981,0.222837676,0.223482111,0.650757235
CHIT1_Q13231_OID20312_v1_Cardiometabolic.txt,CHIT1,ssoe,Inverse variance weighted,13,-0.489337717,0.223454231,0.028533017,1.544652305
ELN_P15502_OID30301_v1_Cardiometabolic_II.txt,ELN,ssoe,Inverse variance weighted,13,-0.063980626,0.224490776,0.775641565,0.110338926
PDCD6_O75340_OID20163_v1_Cardiometabolic.txt,PDCD6,ssoe,Inverse variance weighted,13,-0.243369486,0.22544024,0.280351559,0.552297024
CRISP2_P16562_OID21456_v1_Oncology.txt,CRISP2,ssoe,Inverse variance weighted,13,0.17893971,0.225527294,0.4275284,0.369035031
XG_P55808_OID20259_v1_Cardiometabolic.txt,XG,ssoe,Inverse variance weighted,13,0.502491273,0.226797066,0.026719001,1.573179776
HDGF_P51858_OID21455_v1_Oncology.txt,HDGF,ssoe,Inverse variance weighted,13,-0.266659562,0.228304967,0.242807896,0.614737194
MBL2_P11226_OID30759_v1_Inflammation_II.txt,MBL2,ssoe,Inverse variance weighted,13,-0.092837766,0.229084868,0.685290151,0.16412551
TPSAB1_Q15661_OID20642_v1_Inflammation.txt,TPSAB1,ssoe,Inverse variance weighted,13,0.122863908,0.230169233,0.593481201,0.226593033
UMOD_P07911_OID20237_v1_Cardiometabolic.txt,UMOD,ssoe,Inverse variance weighted,13,-0.092950896,0.230989819,0.687387781,0.162798192
LILRB2_Q8N423_OID20301_v1_Cardiometabolic.txt,LILRB2,ssoe,Inverse variance weighted,13,-0.363206984,0.231215932,0.116216051,0.934733886
CFHR2_P36980_OID30720_v1_Inflammation_II.txt,CFHR2,ssoe,Inverse variance weighted,13,-0.103717999,0.23183593,0.654603079,0.184021956
SERPINA11_Q86U17_OID20281_v1_Cardiometabolic.txt,SERPINA11,ssoe,Inverse variance weighted,13,-0.054933133,0.232057132,0.812872118,0.089977773
FCRL3_Q96P31_OID20443_v1_Inflammation.txt,FCRL3,ssoe,Inverse variance weighted,13,-0.344793915,0.232880101,0.13872277,0.857852248
VMO1_Q7Z5L0_OID21381_v1_Oncology.txt,VMO1,ssoe,Inverse variance weighted,13,-0.333559916,0.233786869,0.153646417,0.813477563
PSCA_O43653_OID31493_v1_Oncology_II.txt,PSCA,ssoe,Inverse variance weighted,13,0.29805628,0.235182041,0.205032721,0.688176824
ENPP2_Q13822_OID20288_v1_Cardiometabolic.txt,ENPP2,ssoe,Inverse variance weighted,13,-0.048203824,0.23539859,0.837747664,0.076886775
CD38_P28907_OID21316_v1_Oncology.txt,CD38,ssoe,Inverse variance weighted,13,-0.00858805,0.236122857,0.970986453,0.012786829
LILRA6_Q6PI73_OID30346_v1_Cardiometabolic_II.txt,LILRA6,ssoe,Inverse variance weighted,13,-0.250907996,0.236969741,0.28968235,0.538077965
IL1RL1_Q01638_OID20250_v1_Cardiometabolic.txt,IL1RL1,ssoe,Inverse variance weighted,13,0.468321169,0.238085889,0.049180197,1.308209738
KLK4_Q9Y5K2_OID21391_v1_Oncology.txt,KLK4,ssoe,Inverse variance weighted,13,0.073638384,0.239216008,0.758210036,0.120210471
VSTM1_Q6UX27_OID20851_v1_Neurology.txt,VSTM1,ssoe,Inverse variance weighted,13,0.058634744,0.239611262,0.806682691,0.093297262
ICAM5_Q9UMF0_OID20145_v1_Cardiometabolic.txt,ICAM5,ssoe,Inverse variance weighted,13,-0.238986906,0.240844791,0.321058047,0.49341644
PON2_Q15165_OID20088_v1_Cardiometabolic.txt,PON2,ssoe,Inverse variance weighted,13,-0.215786795,0.241756568,0.37208276,0.429360452
PSG1_P11464_OID20916_v1_Neurology.txt,PSG1,ssoe,Inverse variance weighted,13,-0.362183986,0.241841381,0.134234698,0.872135209
SIRPB1_O00241_OID20739_v1_Inflammation.txt,SIRPB1,ssoe,Inverse variance weighted,13,-0.347487208,0.242538755,0.15194131,0.818324135
SERPINB8_P50452_OID20630_v1_Inflammation.txt,SERPINB8,ssoe,Inverse variance weighted,13,-0.400302682,0.244211076,0.101178531,0.994911629
IL18R1_Q13478_OID20652_v1_Inflammation.txt,IL18R1,ssoe,Inverse variance weighted,13,-0.696228018,0.245365248,0.004546595,2.342313713
TCN2_P20062_OID20341_v1_Cardiometabolic.txt,TCN2,ssoe,Inverse variance weighted,13,-0.496536996,0.245504912,0.043123331,1.365287696
